"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado";"Estalvi";"RatiFin"
"positiu";6;"lloguer";12;33;"casat";"reg_no";"fixe";85;250;0;0;500;1500;3.96;33.3333333333333
"positiu";10;"escriptura";12;48;"casat";"reg_no";"fixe";75;165;4000;0;300;850;3.6;35.2941176470588
"negatiu";3;"lloguer";60;31;"casat";"reg_si";"temporal";58;130;0;0;1500;1537;2.88;97.5927130774236
"negatiu";0;"escriptura";24;54;"casat";"reg_si";"autonom";45;185;60000;0;1400;1640;2.4;85.3658536585366
"negatiu";6;"pares";36;28;"casat";"reg_no";"fixe";75;83;7000;0;675;775;0.426666666666667;87.0967741935484
"negatiu";0;"lloguer";48;44;"casat";"reg_no";"autonom";90;0;0;0;600;700;-7.2;85.7142857142857
"positiu";20;"escriptura";24;55;"casat";"reg_no";"autonom";75;0;11600;0;750;1705;-2.4;43.9882697947214
"positiu";7;"escriptura";36;34;"casat";"reg_no";"fixe";60;190;5000;0;600;848;7.8;70.7547169811321
"negatiu";0;"altres viv";60;40;"casat";"reg_no";"autonom";75;0;0;0;1200;1380;-3.75;86.9565217391304
"positiu";3;"escriptura";48;37;"vidu";"reg_no";"altres sit";45;110;10000;0;1700;2481;1.83529411764706;68.5207577589682
"negatiu";9;"lloguer";60;30;"solter";"reg_no";"fixe";48;126;0;0;600;1054;7.8;56.9259962049336
"positiu";1;"lloguer";36;43;"casat";"reg_no";"fixe";92;173;0;0;550;590;5.30181818181818;93.2203389830509
"positiu";0;"escriptura";12;21;"solter";"reg_no";"fixe";35;147;1500;0;350;350;3.84;100
"negatiu";15;"escriptura";48;45;"casat";"reg_no";"autonom";150;0;8000;0;1250;1757;-5.76;71.1439954467843
"positiu";2;"lloguer";60;34;"casat";"reg_no";"fixe";91;160;0;0;1100;1378;3.76363636363636;79.8258345428157
"positiu";0;"pares";36;24;"solter";"reg_no";"autonom";45;0;250000;0;700;1214;-2.31428571428571;57.660626029654
"positiu";7;"altres viv";36;33;"casat";"reg_si";"fixe";75;300;30000;0;800;1151;10.125;69.5047784535187
"negatiu";0;"escriptura";24;58;"casat";"reg_si";"fixe";45;150;4000;0;600;1607;4.2;37.3366521468575
"positiu";10;"escriptura";24;47;"casat";"reg_no";"autonom";135;150;4500;0;350;1097;1.02857142857143;31.9051959890611
"negatiu";2;"pares";60;54;"solter";"reg_no";"autonom";35;120;0;0;600;847;8.5;70.8382526564345
"negatiu";0;"altres viv";60;43;"casat";"reg_no";"fixe";120;0;0;0;1200;1285;-6;93.3852140077821
"positiu";20;"pares";60;46;"solter";"reg_no";"fixe";35;108;8000;0;550;1106;7.96363636363636;49.7287522603978
"negatiu";4;"pares";36;24;"solter";"reg_no";"autonom";35;0;0;0;1500;4500;-0.84;33.3333333333333
"negatiu";0;"altres viv";48;26;"casat";"reg_no";"altres sit";45;0;3500;0;1400;1463;-1.54285714285714;95.6937799043062
"positiu";4;"escriptura";60;26;"solter";"reg_si";"fixe";35;155;4000;0;1350;1610;5.33333333333333;83.8509316770186
"positiu";8;"escriptura";48;53;"casat";"reg_no";"fixe";45;147;8000;700;750;797;6.08;94.1028858218319
"negatiu";0;"pares";60;23;"solter";"reg_no";"altres sit";35;46;0;0;1340;1340;0.492537313432836;100
"positiu";17;"escriptura";48;48;"casat";"reg_no";"autonom";45;0;11500;200;2000;2284;-1.128;87.5656742556918
"positiu";7;"escriptura";60;52;"vidu";"reg_no";"fixe";35;112;4500;0;1350;1445;3.42222222222222;93.4256055363322
"positiu";7;"escriptura";60;55;"casat";"reg_no";"fixe";45;89;5000;0;1250;1455;2.112;85.9106529209622
"positiu";0;"escriptura";48;44;"casat";"reg_no";"temporal";75;120;4000;0;900;1204;2.4;74.7508305647841
"positiu";5;"escriptura";60;37;"casat";"reg_no";"altres sit";75;145;3000;672;1300;1510;2.92061538461538;86.0927152317881
"positiu";5;"pares";60;29;"solter";"reg_no";"autonom";35;115;12000;0;1200;1553;4;77.269800386349
"positiu";10;"lloguer";60;31;"casat";"reg_no";"fixe";59;138;0;0;1600;1796;2.9625;89.086859688196
"positiu";1;"altres viv";60;27;"solter";"reg_no";"fixe";35;125;4000;1200;1500;1558;3.12;96.2772785622593
"positiu";2;"escriptura";48;24;"solter";"reg_no";"fixe";35;157;6000;0;1000;1347;5.856;74.2390497401633
"negatiu";1;"escriptura";36;35;"casat";"reg_no";"autonom";75;43;3000;280;800;950;-1.566;84.2105263157895
"positiu";28;"lloguer";48;51;"casat";"reg_no";"fixe";112;373;15000;0;1300;2093;9.63692307692308;62.111801242236
"negatiu";0;"altres viv";36;37;"casat";"reg_no";"altres sit";75;75;0;0;500;800;0;62.5
"positiu";1;"contr_privat";36;28;"casat";"reg_no";"fixe";60;110;4500;0;350;450;5.14285714285714;77.7777777777778
"positiu";1;"escriptura";42;38;"casat";"reg_no";"fixe";75;174;8000;0;1300;1683;3.19846153846154;77.243018419489
"negatiu";0;"lloguer";48;21;"solter";"reg_no";"temporal";50;148;0;0;1500;1575;3.136;95.2380952380952
"positiu";3;"pares";60;28;"solter";"reg_no";"fixe";35;187;0;0;700;873;13.0285714285714;80.1832760595647
"positiu";1;"escriptura";48;27;"casat";"reg_no";"fixe";45;90;5000;0;350;1680;6.17142857142857;20.8333333333333
"positiu";2;"lloguer";36;32;"casat";"reg_no";"fixe";67;224;0;0;750;900;7.536;83.3333333333333
"positiu";5;"lloguer";60;39;"casat";"reg_no";"fixe";93;178;0;0;1100;1338;4.63636363636364;82.2122571001495
"positiu";3;"escriptura";36;26;"casat";"reg_no";"fixe";45;133;26000;0;1000;1300;3.168;76.9230769230769
"positiu";4;"lloguer";48;34;"casat";"reg_no";"fixe";79;185;0;0;750;1431;6.784;52.4109014675052
"positiu";2;"escriptura";36;47;"casat";"reg_no";"fixe";60;70;5000;0;1200;1397;0.3;85.898353614889
"negatiu";0;"altres viv";36;49;"casat";"reg_si";"autonom";60;0;0;0;1000;1800;-2.16;55.5555555555556
"positiu";15;"escriptura";36;51;"casat";"reg_si";"autonom";45;160;15000;0;2000;3318;2.07;60.2772754671489
"positiu";0;"pares";12;27;"solter";"reg_no";"autonom";45;857;35000;0;1000;2000;9.744;50
"positiu";3;"lloguer";60;42;"casat";"reg_no";"fixe";105;150;25000;0;1000;1338;2.7;74.7384155455904
"negatiu";5;"lloguer";60;47;"solter";"reg_si";"fixe";46;106;8500;0;2500;2664;1.44;93.8438438438438
"negatiu";0;"pares";48;26;"solter";"reg_no";"fixe";35;120;0;0;1100;1100;3.70909090909091;100
"positiu";16;"escriptura";60;42;"casat";"reg_no";"fixe";75;100;2000;0;1050;1490;1.42857142857143;70.4697986577181
"positiu";14;"lloguer";36;32;"casat";"reg_no";"fixe";87;120;0;0;550;750;2.16;73.3333333333333
"positiu";5;"escriptura";48;40;"casat";"reg_no";"autonom";75;61;11000;770;1200;1483;-0.868;80.9170600134862
"positiu";2;"escriptura";60;25;"casat";"reg_no";"fixe";45;79;6000;2700;1300;1681;0.323076923076923;77.3349196906603
"positiu";1;"escriptura";36;30;"casat";"reg_no";"autonom";75;0;6000;0;700;850;-3.85714285714286;82.3529411764706
"positiu";14;"lloguer";48;28;"casat";"reg_no";"fixe";60;146;0;0;1450;1474;2.84689655172414;98.3717774762551
"positiu";8;"pares";60;32;"separat";"reg_no";"fixe";75;118;3500;0;1350;1729;1.91111111111111;78.0798149219202
"positiu";2;"pares";36;24;"solter";"reg_no";"fixe";35;69;3000;0;600;1604;2.04;37.4064837905237
"negatiu";15;"escriptura";60;52;"casat";"reg_si";"fixe";60;130;4000;0;1300;1450;3.23076923076923;89.6551724137931
"negatiu";0;"escriptura";60;36;"casat";"reg_no";"temporal";90;113;4000;198;400;790;3.153;50.6329113924051
"positiu";0;"pares";36;27;"casat";"reg_no";"autonom";60;0;0;0;600;900;-3.6;66.6666666666667
"positiu";3;"escriptura";6;27;"casat";"reg_no";"fixe";60;150;4000;1500;400;1300;1.125;30.7692307692308
"positiu";0;"escriptura";24;63;"vidu";"reg_no";"altres sit";35;92;40000;0;1150;2244;1.1895652173913;51.2477718360071
"positiu";0;"escriptura";48;47;"solter";"reg_no";"fixe";60;274;20000;0;1600;1856;6.42;86.2068965517241
"negatiu";4;"contr_privat";60;23;"casat";"reg_si";"fixe";75;100;8000;1000;800;949;1.125;84.2992623814542
"negatiu";1;"lloguer";60;21;"solter";"reg_no";"temporal";41;60;0;0;850;930;1.34117647058824;91.3978494623656
"negatiu";1;"pares";36;25;"solter";"reg_no";"temporal";35;53;0;0;600;1415;1.08;42.4028268551237
"positiu";12;"pares";36;30;"solter";"reg_no";"fixe";35;59;0;0;600;1206;1.44;49.7512437810945
"positiu";2;"escriptura";60;45;"casat";"reg_no";"fixe";75;165;3000;0;900;1500;6;60
"positiu";1;"pares";30;22;"solter";"reg_no";"fixe";35;111;0;0;775;1100;2.94193548387097;70.4545454545455
"positiu";16;"escriptura";60;32;"casat";"reg_no";"fixe";60;93;4000;1100;800;1246;1.65;64.2054574638844
"positiu";3;"contr_privat";36;20;"casat";"reg_no";"fixe";45;50;1500;100;1000;1387;0.144;72.0980533525595
"positiu";1;"escriptura";60;29;"casat";"reg_si";"fixe";60;111;4000;2000;750;856;2.48;87.6168224299065
"positiu";7;"escriptura";12;23;"casat";"reg_no";"fixe";45;60;3500;0;500;1595;0.36;31.3479623824451
"positiu";12;"lloguer";18;27;"casat";"reg_no";"fixe";67;68;0;0;100;675;0.18;14.8148148148148
"negatiu";14;"escriptura";60;37;"casat";"reg_si";"fixe";75;60;2500;0;1500;1648;-0.6;91.0194174757282
"negatiu";10;"escriptura";24;53;"casat";"reg_si";"fixe";60;60;3000;0;1750;2038;0;85.8684985279686
"positiu";20;"lloguer";24;40;"casat";"reg_no";"fixe";87;117;0;0;350;350;2.05714285714286;100
"positiu";15;"escriptura";36;38;"casat";"reg_si";"autonom";45;110;7000;0;450;550;5.2;81.8181818181818
"positiu";8;"escriptura";36;52;"casat";"reg_no";"fixe";60;65;5000;0;625;725;0.288;86.2068965517241
"negatiu";2;"lloguer";60;54;"casat";"reg_no";"fixe";75;78;0;0;1700;1700;0.105882352941176;100
"negatiu";2;"lloguer";36;29;"solter";"reg_si";"autonom";35;0;0;0;1000;1600;-1.26;62.5
"positiu";4;"escriptura";60;31;"casat";"reg_no";"fixe";60;177;3000;0;1300;1409;5.4;92.264017033357
"positiu";13;"escriptura";60;50;"casat";"reg_no";"fixe";45;90;3000;0;800;1268;3.375;63.0914826498423
"positiu";4;"pares";60;32;"solter";"reg_no";"fixe";35;150;0;0;700;2061;9.85714285714286;33.9640950994663
"positiu";5;"pares";48;28;"casat";"reg_no";"fixe";45;120;0;0;1100;1537;3.27272727272727;71.5679895901106
"positiu";0;"escriptura";60;22;"solter";"reg_no";"temporal";45;150;4000;0;1550;1657;4.06451612903226;93.5425467712734
"positiu";7;"escriptura";36;31;"casat";"reg_no";"fixe";45;180;9000;1600;700;1400;6.12;50
"positiu";7;"lloguer";24;32;"solter";"reg_no";"autonom";67;320;0;0;2000;3400;3.036;58.8235294117647
"positiu";6;"escriptura";60;50;"casat";"reg_no";"fixe";60;260;6000;0;1650;1800;7.27272727272727;91.6666666666667
"positiu";0;"contr_privat";36;60;"casat";"reg_no";"fixe";60;140;3000;0;1000;2050;2.88;48.780487804878
"positiu";11;"escriptura";36;55;"divorciat";"reg_no";"fixe";35;182;2000;0;500;1135;10.584;44.0528634361233
"positiu";3;"escriptura";60;33;"casat";"reg_no";"fixe";60;129;3436;2686;800;880;3.1605;90.9090909090909
"positiu";2;"escriptura";60;38;"casat";"reg_no";"fixe";60;88;3500;500;1100;1263;1.25454545454545;87.0942201108472
"positiu";16;"escriptura";36;43;"casat";"reg_no";"fixe";90;350;11000;0;600;2467;15.6;24.3210376976084
"positiu";7;"escriptura";60;44;"casat";"reg_no";"autonom";90;190;10000;0;1350;1527;4.44444444444444;88.4086444007859
"positiu";2;"lloguer";60;30;"casat";"reg_si";"fixe";52;70;0;0;950;1175;1.13684210526316;80.8510638297872
"positiu";14;"escriptura";36;50;"casat";"reg_no";"fixe";45;80;2500;0;600;1180;2.1;50.8474576271186
"negatiu";2;"lloguer";60;39;"casat";"reg_si";"fixe";89;140;0;0;1500;1967;2.04;76.2582613116421
"positiu";13;"escriptura";60;27;"casat";"reg_no";"fixe";60;112;3000;1485;800;1200;2.78625;66.6666666666667
"negatiu";15;"lloguer";60;39;"casat";"reg_no";"fixe";90;150;0;0;1450;1450;2.48275862068966;100
"positiu";8;"lloguer";36;30;"casat";"reg_no";"fixe";71;112;8000;0;1000;1175;1.476;85.1063829787234
"negatiu";0;"lloguer";60;33;"casat";"reg_no";"autonom";85;100;0;0;1150;1760;0.782608695652174;65.3409090909091
"positiu";4;"lloguer";60;34;"casat";"reg_no";"temporal";84;85;0;0;800;1293;0.075;61.8716163959783
"positiu";17;"escriptura";48;34;"casat";"reg_no";"fixe";60;162;3500;0;1250;1650;3.9168;75.7575757575758
"negatiu";0;"pares";60;25;"solter";"reg_si";"fixe";35;95;8000;0;1250;1742;2.88;71.7566016073479
"positiu";20;"escriptura";12;47;"casat";"reg_no";"autonom";90;400;15000;1000;800;2335;4.5;34.2612419700214
"positiu";6;"altres viv";12;60;"casat";"reg_no";"autonom";90;700;28000;0;1350;1612;5.42222222222222;83.7468982630273
"negatiu";4;"contr_privat";48;30;"casat";"reg_no";"fixe";105;72;2500;750;1200;1410;-1.62;85.1063829787234
"positiu";5;"escriptura";48;39;"casat";"reg_si";"autonom";45;100;30000;0;1550;2294;1.70322580645161;67.5675675675676
"positiu";12;"altres viv";36;41;"solter";"reg_no";"fixe";35;100;0;0;500;1600;4.68;31.25
"positiu";5;"escriptura";60;31;"separat";"reg_si";"fixe";35;64;5000;0;400;824;4.35;48.5436893203884
"positiu";1;"contr_privat";36;27;"casat";"reg_no";"fixe";45;124;74;1;1300;1636;2.18741538461538;79.4621026894866
"positiu";40;"escriptura";24;60;"casat";"reg_no";"autonom";45;80;7500;0;325;1365;2.58461538461538;23.8095238095238
"negatiu";8;"lloguer";24;30;"casat";"reg_si";"autonom";60;0;0;0;450;600;-3.2;75
"positiu";4;"escriptura";60;37;"casat";"reg_no";"fixe";75;0;5000;900;500;1205;-10.08;41.49377593361
"positiu";0;"escriptura";36;21;"solter";"reg_no";"fixe";45;206;4000;0;1500;1600;3.864;93.75
"negatiu";20;"escriptura";48;51;"casat";"reg_si";"fixe";45;213;5000;1000;1100;1376;6.89454545454545;79.9418604651163
"positiu";6;"lloguer";48;34;"casat";"reg_no";"fixe";87;120;0;0;1150;1400;1.37739130434783;82.1428571428571
"positiu";2;"lloguer";60;26;"casat";"reg_no";"temporal";85;97;6000;0;1070;1172;0.672897196261682;91.296928327645
"positiu";2;"escriptura";48;30;"casat";"reg_no";"fixe";75;180;4000;0;1500;2065;3.36;72.6392251815981
"negatiu";3;"contr_privat";30;22;"solter";"reg_no";"autonom";60;104;5000;0;1200;1426;1.1;84.1514726507714
"negatiu";1;"pares";60;24;"solter";"reg_no";"fixe";35;70;0;0;1750;1750;1.2;100
"positiu";14;"escriptura";60;49;"casat";"reg_no";"autonom";60;103;36000;0;1300;1648;1.98461538461538;78.8834951456311
"negatiu";1;"lloguer";60;55;"casat";"reg_si";"fixe";91;157;0;0;2500;2860;1.584;87.4125874125874
"negatiu";21;"contr_privat";60;36;"casat";"reg_no";"fixe";45;179;3500;0;2000;2220;4.02;90.0900900900901
"negatiu";1;"altres viv";48;32;"casat";"reg_no";"fixe";60;69;0;0;2000;2580;0.216;77.5193798449612
"positiu";40;"escriptura";24;63;"casat";"reg_no";"fixe";45;250;55000;0;1000;1751;4.92;57.1102227298686
"positiu";4;"contr_privat";60;27;"casat";"reg_no";"fixe";45;53;2500;300;780;861;0.384615384615385;90.5923344947735
"positiu";2;"pares";36;22;"solter";"reg_no";"fixe";35;52;0;0;800;1762;0.765;45.4029511918275
"positiu";6;"escriptura";60;38;"casat";"reg_no";"fixe";90;145;3000;0;1800;2218;1.83333333333333;81.1541929666366
"positiu";1;"escriptura";12;27;"casat";"reg_no";"fixe";45;70;6000;5700;600;1628;-0.64;36.8550368550369
"negatiu";6;"lloguer";60;31;"casat";"reg_si";"fixe";86;113;0;0;1150;1736;1.40869565217391;66.2442396313364
"positiu";20;"escriptura";36;48;"casat";"reg_no";"fixe";75;303;8000;0;1000;1831;8.208;54.6149645002731
"positiu";3;"lloguer";48;33;"casat";"reg_no";"autonom";89;291;0;0;900;1041;10.7733333333333;86.4553314121037
"positiu";0;"escriptura";18;20;"solter";"reg_no";"temporal";35;180;4000;0;700;960;3.72857142857143;72.9166666666667
"negatiu";2;"pares";48;20;"solter";"reg_no";"fixe";35;136;0;0;900;1022;5.38666666666667;88.0626223091976
"negatiu";4;"altres viv";48;41;"casat";"reg_si";"autonom";45;140;0;0;1000;1250;4.56;80
"positiu";3;"lloguer";48;36;"casat";"reg_no";"fixe";71;105;0;0;350;1526;4.66285714285714;22.9357798165138
"positiu";4;"escriptura";36;27;"casat";"reg_no";"fixe";60;94;12000;0;1000;1888;1.224;52.9661016949153
"positiu";8;"escriptura";60;36;"casat";"reg_no";"fixe";75;219;8500;800;1600;1852;5.1;86.3930885529158
"positiu";1;"pares";36;29;"solter";"reg_no";"fixe";35;66;0;0;700;1018;1.59428571428571;68.762278978389
"positiu";1;"lloguer";60;23;"casat";"reg_no";"fixe";54;92;0;0;1000;1300;2.28;76.9230769230769
"positiu";2;"altres viv";36;29;"solter";"reg_no";"fixe";35;70;0;0;300;850;4.2;35.2941176470588
"positiu";7;"escriptura";60;39;"casat";"reg_no";"fixe";90;142;6000;0;1300;1534;2.4;84.7457627118644
"positiu";18;"escriptura";60;38;"casat";"reg_no";"fixe";75;138;6000;0;1000;2018;3.78;49.5540138751239
"positiu";15;"escriptura";36;47;"casat";"reg_no";"fixe";75;230;13000;1400;1400;1568;3.62571428571429;89.2857142857143
"positiu";9;"escriptura";36;43;"casat";"reg_no";"autonom";90;142;24000;0;2500;2700;0.7488;92.5925925925926
"positiu";30;"escriptura";24;58;"casat";"reg_no";"autonom";60;216;11000;0;983;1200;3.8087487283825;81.9166666666667
"positiu";15;"pares";18;30;"casat";"reg_no";"fixe";45;260;8000;1500;500;2071;7.2;24.1429261226461
"positiu";1;"pares";36;24;"solter";"reg_no";"fixe";35;60;0;0;1000;1602;0.9;62.4219725343321
"negatiu";7;"lloguer";60;25;"casat";"reg_no";"fixe";51;63;0;0;1100;1297;0.654545454545455;84.8111025443331
"positiu";12;"lloguer";36;51;"casat";"reg_no";"fixe";74;139;0;0;600;690;3.9;86.9565217391304
"negatiu";12;"lloguer";48;47;"casat";"reg_no";"autonom";75;300;0;0;2000;2196;5.4;91.0746812386157
"negatiu";14;"escriptura";60;53;"casat";"reg_no";"autonom";45;65;3500;0;1800;1979;0.666666666666667;90.955027791814
"positiu";2;"pares";48;32;"casat";"reg_no";"fixe";60;167;2000;0;1450;1698;3.54206896551724;85.394581861013
"negatiu";2;"lloguer";36;35;"solter";"reg_no";"fixe";47;120;0;0;900;1200;2.92;75
"positiu";13;"pares";48;31;"casat";"reg_no";"fixe";75;80;0;0;1000;1575;0.24;63.4920634920635
"positiu";3;"escriptura";60;38;"casat";"reg_no";"autonom";60;100;18000;0;1500;2360;1.6;63.5593220338983
"negatiu";15;"escriptura";60;44;"casat";"reg_no";"fixe";75;240;10000;7000;1000;1026;5.7;97.4658869395711
"positiu";8;"contr_privat";60;47;"casat";"reg_no";"autonom";75;178;2500;0;1600;1661;3.8625;96.3275135460566
"positiu";14;"escriptura";36;33;"casat";"reg_no";"fixe";60;92;7000;0;800;1115;1.44;71.7488789237668
"positiu";7;"pares";30;29;"solter";"reg_no";"fixe";35;250;3500;0;500;1634;12.9;30.5997552019584
"positiu";0;"escriptura";60;29;"casat";"reg_no";"temporal";75;70;4500;0;1150;1683;-0.260869565217391;68.3303624480095
"positiu";14;"escriptura";60;30;"casat";"reg_no";"fixe";45;120;6500;3000;760;895;3.55263157894737;84.9162011173184
"positiu";6;"escriptura";36;28;"casat";"reg_no";"fixe";45;89;5000;0;800;1054;1.98;75.9013282732448
"positiu";5;"escriptura";48;55;"casat";"reg_no";"autonom";90;41;30000;0;850;1344;-2.76705882352941;63.2440476190476
"positiu";29;"escriptura";60;52;"casat";"reg_no";"fixe";60;212;2200;0;1250;1301;7.296;96.0799385088393
"positiu";2;"lloguer";36;24;"casat";"reg_no";"fixe";71;113;0;0;700;1338;2.16;52.3168908819133
"positiu";32;"lloguer";36;52;"casat";"reg_no";"fixe";63;180;0;0;1100;1489;3.82909090909091;73.875083948959
"positiu";12;"escriptura";60;34;"casat";"reg_no";"fixe";75;172;10000;3900;1000;1568;3.48;63.7755102040816
"negatiu";2;"escriptura";60;27;"solter";"reg_no";"fixe";60;46;3000;0;700;1130;-1.2;61.9469026548673
"positiu";5;"pares";48;53;"casat";"reg_no";"fixe";60;50;0;0;650;869;-0.738461538461539;74.7986191024166
"negatiu";1;"contr_privat";48;41;"casat";"reg_no";"temporal";75;80;4000;30;1100;1409;0.205090909090909;78.069552874379
"negatiu";3;"escriptura";60;32;"casat";"reg_no";"fixe";90;254;14000;10500;1650;2200;2.14545454545455;75
"positiu";9;"pares";60;32;"casat";"reg_no";"autonom";75;160;2000;0;1200;1541;4.25;77.8715120051914
"positiu";4;"escriptura";60;22;"solter";"reg_no";"altres sit";35;130;4000;0;750;997;7.6;75.2256770310933
"positiu";25;"escriptura";36;55;"casat";"reg_no";"autonom";60;100;50000;0;1400;1705;1.02857142857143;82.1114369501466
"positiu";1;"contr_privat";24;55;"casat";"reg_no";"fixe";60;184;15000;0;1600;4200;1.86;38.0952380952381
"negatiu";1;"lloguer";60;56;"casat";"reg_no";"temporal";88;133;0;0;750;784;3.6;95.6632653061225
"positiu";11;"lloguer";48;31;"casat";"reg_no";"fixe";67;66;6200;0;1000;1541;-0.048;64.8929266709929
"negatiu";0;"escriptura";36;35;"casat";"reg_si";"fixe";75;120;4000;0;900;975;1.8;92.3076923076923
"positiu";4;"escriptura";36;45;"casat";"reg_si";"fixe";60;98;2500;0;450;575;3.04;78.2608695652174
"negatiu";1;"pares";60;22;"solter";"reg_no";"fixe";35;45;0;0;1350;1520;0.444444444444444;88.8157894736842
"positiu";1;"escriptura";60;25;"casat";"reg_no";"fixe";45;171;15000;0;550;2055;13.7454545454545;26.7639902676399
"positiu";9;"pares";60;35;"casat";"reg_no";"fixe";60;118;0;0;1000;1656;3.48;60.3864734299517
"positiu";12;"escriptura";36;56;"casat";"reg_no";"fixe";75;205;5500;1950;275;300;14.4654545454545;91.6666666666667
"positiu";4;"escriptura";60;38;"casat";"reg_no";"fixe";75;145;4500;0;1450;1657;2.89655172413793;87.5075437537719
"negatiu";2;"contr_privat";36;34;"casat";"reg_si";"fixe";105;135;1200;0;400;425;2.7;94.1176470588235
"negatiu";0;"contr_privat";48;46;"casat";"reg_no";"temporal";75;125;8500;0;1575;1702;1.52380952380952;92.5381903642773
"positiu";12;"escriptura";48;31;"divorciat";"reg_no";"fixe";35;117;4000;0;660;933;5.96363636363636;70.7395498392283
"positiu";27;"escriptura";36;46;"casat";"reg_si";"fixe";60;260;15000;8000;690;1242;6.26086956521739;55.5555555555556
"positiu";1;"pares";60;41;"casat";"reg_si";"fixe";75;251;0;0;1450;2009;7.28275862068965;72.1752115480338
"positiu";2;"lloguer";36;29;"casat";"reg_no";"fixe";88;130;0;0;500;600;3.024;83.3333333333333
"negatiu";0;"altres viv";60;42;"casat";"reg_no";"autonom";45;0;0;0;2700;3700;-1;72.972972972973
"negatiu";0;"lloguer";30;30;"casat";"reg_no";"autonom";75;0;0;0;600;830;-3.75;72.289156626506
"negatiu";2;"escriptura";36;50;"casat";"reg_si";"fixe";45;185;4000;0;950;950;5.30526315789474;100
"positiu";2;"lloguer";48;37;"separat";"reg_no";"fixe";50;148;0;0;700;1805;6.72;38.781163434903
"negatiu";3;"contr_privat";60;32;"casat";"reg_si";"fixe";60;200;4500;2000;1600;1759;4.5;90.9607731665719
"positiu";1;"lloguer";48;46;"casat";"reg_no";"fixe";95;200;0;0;1420;1595;3.54929577464789;89.0282131661442
"positiu";3;"escriptura";48;28;"casat";"reg_no";"temporal";75;61;4000;50;1250;1484;-0.5568;84.2318059299191
"positiu";3;"escriptura";60;58;"casat";"reg_no";"fixe";75;150;5000;0;1100;2035;4.09090909090909;54.0540540540541
"positiu";19;"escriptura";36;37;"casat";"reg_no";"fixe";75;170;2500;0;950;1339;3.6;70.9484690067214
"positiu";1;"contr_privat";60;24;"casat";"reg_no";"fixe";45;115;14500;0;1400;1675;3;83.5820895522388
"positiu";25;"escriptura";24;54;"casat";"reg_no";"autonom";75;215;15000;0;1500;2070;2.24;72.463768115942
"positiu";8;"lloguer";60;34;"casat";"reg_no";"temporal";81;60;0;0;600;1400;-2.1;42.8571428571429
"positiu";30;"escriptura";36;56;"casat";"reg_no";"fixe";60;150;2000;0;400;450;8.1;88.8888888888889
"positiu";15;"escriptura";60;33;"casat";"reg_no";"fixe";90;144;3000;200;960;960;3.25;100
"positiu";18;"escriptura";18;50;"casat";"reg_no";"fixe";60;75;3000;0;280;434;0.964285714285714;64.5161290322581
"positiu";4;"lloguer";12;21;"solter";"reg_no";"fixe";52;70;0;0;400;700;0.54;57.1428571428571
"positiu";13;"escriptura";36;61;"casat";"reg_no";"autonom";60;120;2500;0;600;980;3.6;61.2244897959184
"positiu";13;"lloguer";60;53;"separat";"reg_no";"fixe";57;222;4600;0;1000;2300;9.9;43.4782608695652
"positiu";4;"lloguer";60;21;"solter";"reg_no";"fixe";47;120;8000;0;2100;2100;2.08571428571429;100
"positiu";1;"lloguer";60;24;"casat";"reg_no";"fixe";77;165;0;0;1500;1736;3.52;86.4055299539171
"positiu";25;"escriptura";48;44;"casat";"reg_no";"autonom";75;250;20000;0;700;1100;12;63.6363636363636
"negatiu";10;"altres viv";12;31;"casat";"reg_no";"altres sit";90;65;0;0;225;375;-1.33333333333333;60
"positiu";6;"pares";60;31;"casat";"reg_si";"fixe";45;94;0;0;500;1418;5.88;35.2609308885755
"negatiu";0;"lloguer";36;42;"solter";"reg_no";"temporal";49;141;0;0;800;1165;4.14;68.6695278969957
"positiu";20;"contr_privat";36;46;"casat";"reg_no";"fixe";60;150;2000;0;910;1128;3.56043956043956;80.6737588652482
"negatiu";0;"pares";36;23;"solter";"reg_si";"temporal";35;66;0;0;1000;1200;1.116;83.3333333333333
"positiu";4;"escriptura";60;64;"casat";"reg_no";"altres sit";45;82;8000;0;1000;1590;2.22;62.8930817610063
"negatiu";0;"escriptura";48;45;"casat";"reg_no";"fixe";90;156;5000;0;1350;1357;2.34666666666667;99.4841562269713
"positiu";12;"escriptura";60;40;"casat";"reg_no";"fixe";75;114;6000;192;1330;1935;1.67278195488722;68.733850129199
"positiu";2;"escriptura";36;42;"casat";"reg_no";"temporal";75;92;3000;0;550;850;1.11272727272727;64.7058823529412
"positiu";3;"pares";60;31;"solter";"reg_no";"temporal";35;0;2000;0;1200;1661;-1.75;72.2456351595424
"negatiu";2;"escriptura";30;32;"casat";"reg_no";"fixe";90;74;1500;0;500;650;-0.96;76.9230769230769
"positiu";0;"escriptura";48;31;"casat";"reg_no";"fixe";75;178;5000;0;1100;1487;4.49454545454545;73.9744451916611
"positiu";3;"escriptura";12;57;"casat";"reg_no";"fixe";45;150;19000;1408;550;800;1.98370909090909;68.75
"negatiu";2;"pares";36;36;"casat";"reg_no";"autonom";90;59;0;0;500;715;-2.232;69.9300699300699
